,UniProtID,proteinNames,txt_subunit,geneNames
702,E2Q291,"['NADH-quinone oxidoreductase subunit N', 'NADH dehydrogenase I subunit N', 'NDH-1 subunit N']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoN2', 'nuoN', 'nuoN3', 'SCLAV_3607']"
703,E2Q286,"['NADH-quinone oxidoreductase subunit I', 'NADH dehydrogenase I subunit I', 'NDH-1 subunit I']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoI2', 'nuoI', 'nuoI3', 'SCLAV_3602']"
704,E2Q285,"['NADH-quinone oxidoreductase subunit H', 'NADH dehydrogenase I subunit H', 'NDH-1 subunit H']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoH', 'SCLAV_3601']"
705,E2Q8I6,"['NADH-quinone oxidoreductase subunit D', 'NADH dehydrogenase I subunit D', 'NDH-1 subunit D']","NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nuoD', 'nuoD3', 'SCLAV_2401']"
706,E2Q290,['NADH dehydrogenase subunit NuoM2'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nuoM2', 'SCLAV_3606']"
707,E2PXE9,['NAD kinase'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nadK', 'SCLAV_0993']"
708,E2PYX9,['Putative dehydrogenase'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[]
709,E2Q1T1,['Glutamine-dependent NAD(+) synthetase'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nadE', 'SCLAV_1480']"
710,B5GSN1,['Nicotinate phosphoribosyltransferase'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['pncB', 'SCLAV_2030']"
711,E2Q2Q6,['Putative integral membrane efflux protein'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[]
712,B5GQD7,['Sodium/proton antiporter'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[]
713,B5GPZ4,['Putative sodium/proton antiporter'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[]
714,E2Q3P7,['Transmembrane transport protein'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[]
715,D5SKU4,['Membrane protein'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[]
716,B5GMN6,['Putative monovalent cation/H+ antiporter subunit A'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[]
717,B5GXZ7,['Na(+)/H(+) antiporter NhaA'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.","['nhaA', 'SCLAV_2557']"
718,E2Q4A4,['Putative Na+/H+ antiporter'],"NDH-1 is composed of 14 different subunits. Subunits NuoB, C, D, E, F, and G constitute the peripheral sector of the complex.",[]
719,E2Q288,"['NADH-quinone oxidoreductase subunit K', 'NADH dehydrogenase I subunit K', 'NDH-1 subunit K']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoK', 'SCLAV_3604']"
720,E2Q287,['NADH-quinone oxidoreductase subunit J'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoJ2', 'SCLAV_3603']"
721,E2Q282,"['NADH-quinone oxidoreductase subunit A', 'NADH dehydrogenase I subunit A', 'NDH-1 subunit A', 'NUO1']","NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.","['nuoA2', 'nuoA', 'nuoA3', 'SCLAV_3598']"
722,B5GT76,['nucleoside-diphosphate kinase'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.",[]
723,E2Q4B7,['nucleoside-diphosphate kinase'],"NDH-1 is composed of 14 different subunits. Subunits NuoA, H, J, K, L, M, N constitute the membrane sector of the complex.",[]
724,E2Q3N2,['Nucleoside diphosphate kinase'],Homotetramer.,"['ndk', 'ndk2', 'SCLAV_1778']"
725,E2Q1N2,['ABC transporter ATP-binding protein'],Homotetramer.,[]
726,E2Q1M8,['Putative ABC transporter substrate-binding protein'],Homotetramer.,[]
727,E2Q4V1,['ABC transporter system integral membrane protein'],Homotetramer.,[]
728,E2PUI7,['Putative peptide ABC transporter permease protein'],Homotetramer.,[]
729,E2Q7G6,['ABC-type cobalt transporter'],Homotetramer.,"['cbiM', 'SCLAV_2299']"
730,B5GPW9,['Integral membrane transport protein'],Homotetramer.,[]
731,B5GPW8,['Putative ABC transporter ATP-binding protein'],Homotetramer.,[]
732,E2Q1N0,['Transport permease protein'],Homotetramer.,[]
733,B5GN46,['Antibiotic resistance protein'],Homotetramer.,[]
734,E2Q8B1,['Putative ABC transporter ATP-binding protein'],Homotetramer.,[]
735,E2Q564,['nicotinamidase'],Homotetramer.,[]
736,E2Q3K4,"['Probable nicotinate-nucleotide adenylyltransferase', 'Deamido-NAD(+) diphosphorylase', 'Deamido-NAD(+) pyrophosphorylase', 'Nicotinate mononucleotide adenylyltransferase', 'NaMN adenylyltransferase']",Homotetramer.,"['nadD', 'nadD2', 'SCLAV_1750']"
737,E2Q8H8,['Nicotinate-nucleotide pyrophosphorylase [carboxylating]'],Homotetramer.,[]
738,B5H323,['nitric oxide dioxygenase'],Homotetramer.,[]
739,E2PYR8,"[""5'-nucleotidase""]",Homotetramer.,[]
740,B5GQA7,['Small ribosomal subunit biogenesis GTPase RsgA'],"Monomer. Associates with 30S ribosomal subunit, binds 16S rRNA.","['engC', 'rsgA', 'SCLAV_4076']"
741,B5GTB1,"['Chaperone protein DnaK', 'HSP70', 'Heat shock 70 kDa protein', 'Heat shock protein 70']","Monomer. Associates with 30S ribosomal subunit, binds 16S rRNA.","['dnaK', 'SCLAV_2666']"
742,E2PWA9,"['AAA ATPase forming ring-shaped complexes', 'ARC']",Homohexamer. Assembles into a hexameric ring structure.,"['arc', 'SCLAV_0865']"
743,E2Q545,"['dITP/XTP pyrophosphatase', 'Non-canonical purine NTP pyrophosphatase', 'Non-standard purine NTP pyrophosphatase', 'Nucleoside-triphosphate diphosphatase', 'Nucleoside-triphosphate pyrophosphatase', 'NTPase']",Homodimer.,[]
744,E2Q2Z6,['Deoxyguanosinetriphosphate triphosphohydrolase-like protein'],Homodimer.,"['dgt', 'SCLAV_1674']"
745,E2Q471,"['Alkyl hydroperoxide reductase C', 'Peroxiredoxin', 'Thioredoxin peroxidase']","Homodimer; disulfide-linked, upon oxidation. 6 homodimers assemble to form a ring-like dodecamer. Identified in a complex with AhpD, DlaT and Lpd.","['ahpC', 'SCLAV_3935']"
746,B5H1L3,['assimilatory sulfite reductase (ferredoxin)'],"Homodimer; disulfide-linked, upon oxidation. 6 homodimers assemble to form a ring-like dodecamer. Identified in a complex with AhpD, DlaT and Lpd.",[]
747,E2PWQ1,['Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex'],"Homodimer; disulfide-linked, upon oxidation. 6 homodimers assemble to form a ring-like dodecamer. Identified in a complex with AhpD, DlaT and Lpd.","['bkdC', 'SCLAV_2979']"
748,E2PUZ1,"['Ornithine carbamoyltransferase', 'OTCase']","Homodimer; disulfide-linked, upon oxidation. 6 homodimers assemble to form a ring-like dodecamer. Identified in a complex with AhpD, DlaT and Lpd.",[]
749,E2PX39,['Putative lipoate-protein ligase'],"Homodimer; disulfide-linked, upon oxidation. 6 homodimers assemble to form a ring-like dodecamer. Identified in a complex with AhpD, DlaT and Lpd.",[]
750,E2Q004,['Phosphoserine aminotransferase'],Homodimer.,"['serC', 'SCLAV_3352']"
751,B5GX05,"[""Orotidine 5'-phosphate decarboxylase""]",Homodimer.,"['pyrF', 'SCLAV_0710']"
752,E2PUA5,['Putative hydantoinase/oxoprolinase'],Homodimer.,[]
753,E2Q1B2,['Decarboxylase'],Homodimer.,"['ubiX', 'SCLAV_3545']"
754,B5GTG5,['Putative ornithine cyclodeaminase'],Homodimer.,"['arcB', 'SCLAV_2697']"
755,E2Q3B3,['ornithine aminotransferase'],Homodimer.,[]
756,E2PUE2,['Orotate phosphoribosyltransferase'],Homodimer.,"['pyrE', 'SCLAV_2649']"
757,E2PX53,['Acyl dehydratase'],Homodimer.,[]
758,E2Q5J3,"['Multifunctional 2-oxoglutarate metabolism enzyme', '2-hydroxy-3-oxoadipate synthase', '2-oxoglutarate carboxy-lyase', '2-oxoglutarate decarboxylase', 'Alpha-ketoglutarate decarboxylase', 'Alpha-ketoglutarate-glyoxylate carboligase']",Homodimer.,[]
759,E2PX20,['3-oxoadipate enol-lactone hydrolase'],Homodimer.,"['pcaL', 'SCLAV_5024']"
760,D5SKE0,['Putative hydrolase'],Homodimer.,[]
761,E2Q8B7,['Cold shock protein'],Homodimer.,[]
762,D5SKN7,['Aldehyde Dehydrogenase'],Homodimer.,[]
763,B5H0P5,['L-glutamate gamma-semialdehyde dehydrogenase'],Homodimer.,"['rocA', 'SCLAV_4445']"
764,E2Q7M7,['Pyrroline-5-carboxylate reductase'],Homodimer.,"['proC', 'SCLAV_2360']"
765,E2Q5X5,['Putative ABC transporter ATP-binding protein'],Homodimer.,[]
766,B5GZV0,['Phenylacetic acid degradation protein'],Homodimer.,"['paaB', 'SCLAV_2968']"
767,B5GZU9,['Phenylacetic acid degradation protein'],Homodimer.,[]
768,B5GZU6,['Phenylacetic acid degradation NADH oxidoreductase'],Homodimer.,[]
769,E2PWN8,['Phenylacetic acid degradation protein'],Homodimer.,[]
770,E2PWP1,['Phenylacetic acid degradation protein'],Homodimer.,"['paaA', 'SCLAV_2969']"
771,E2Q1E6,['Phenylacetate-coenzyme A ligase'],Monomer.,[]
772,E2Q8I0,"['Pantothenate synthetase', 'PS', 'Pantoate--beta-alanine ligase', 'Pantoate-activating enzyme']",Homodimer.,"['panC', 'SCLAV_2395']"
773,B5H318,['phospholipase C'],Homodimer.,"['plcA', 'SCLAV_0202']"
774,B5GXP4,['Phospho-N-acetylmuramoyl-pentapeptide-transferase'],Homodimer.,"['mraY2', 'mraY', 'SCLAV_1298']"
775,B5H1L1,"[""Adenosine 5'-phosphosulfate reductase"", 'APS reductase', ""5'-adenylylsulfate reductase"", ""Thioredoxin-dependent 5'-adenylylsulfate reductase""]",Homodimer.,"['cysH', 'SCLAV_4897']"
776,B5GPM1,['Phosphoadenosine phosphosulfate reductase'],Homodimer.,[]
777,E2PWS1,['Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex'],Homodimer.,[]
778,E2Q2T5,['Pyruvate dehydrogenase E1 component'],Homodimer.,"['aceE', 'SCLAV_1613']"
779,E2Q9B2,['Hydrolase superfamily dihydrolipoamide acyltransferase-like protein'],Homodimer.,[]
780,B5GU66,['Branched-chain alpha keto acid dehydrogenase E1 beta subunit'],Homodimer.,"['bkdB2', 'SCLAV_2998']"
781,B5GZV9,['Putative branched-chain alpha keto acid dehydrogenase E1 alpha subunit'],Homodimer.,"['bkdA1', 'SCLAV_2977']"
782,E2Q121,"[""Putative pyridoxamine 5'-phosphate oxidase""]",Homodimer.,"['pdxH', 'SCLAV_3455']"
783,E2Q064,"[""Pyridoxine/pyridoxamine 5'-phosphate oxidase"", 'PNP/PMP oxidase', 'PNPOx', ""Pyridoxal 5'-phosphate synthase""]",Homodimer.,"['pdxH', 'SCLAV_3412']"
784,B5GVB7,['Putative ABC transporter ATPase and permease component'],Homodimer.,[]
785,B5GST0,['Phosphoenolpyruvate carboxykinase [GTP]'],Monomer.,"['pckG', 'SCLAV_3873']"
786,E2Q7X5,['Dehydrogenase'],Monomer.,[]
787,B5H2K3,['ATP-dependent 6-phosphofructokinase'],Homodimer or homotetramer.,"['pfkA', 'SCLAV_0508']"
788,B5GZ70,['Putative dehydrogenase'],Homodimer or homotetramer.,[]
789,E2Q7Y1,['D-3-phosphoglycerate dehydrogenase'],Homodimer or homotetramer.,[]
790,B5H2Y2,['2-hydroxyacid family dehydrogenase'],Homodimer or homotetramer.,[]
791,E2PYJ8,"['Glucose-6-phosphate isomerase', 'GPI', 'Phosphoglucose isomerase', 'PGI', 'Phosphohexose isomerase', 'PHI']",Homodimer or homotetramer.,"['pgi', 'SCLAV_1142']"
792,B5GYJ1,['Phosphoglycerate kinase'],Monomer.,"['pgk', 'SCLAV_1147']"
793,E2PYJ3,"['6-phosphogluconolactonase', '6PGL']",Monomer.,"['pgl', 'SCLAV_1137']"
794,D5SKL3,"['6-phosphogluconolactonase', '6PGL']",Monomer.,"['pgl', 'SCLAV_p0969']"
795,B5GME6,['Phosphoglycolate phosphatase'],Monomer.,[]
796,E2QA15,['CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase'],Monomer.,[]
797,B5GYY6,['CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyl-transferase'],Monomer.,[]
798,B5GP83,['Phosphate transport system permease protein PstA'],Monomer.,"['pstA', 'SCLAV_3167']"
799,E2PXZ7,['Phosphate import ATP-binding protein pstB'],Monomer.,"['pstB', 'SCLAV_3166']"
800,E2PYQ8,['Phosphate transport system permease protein'],Monomer.,"['pstC', 'SCLAV_3168']"
801,E2PYQ9,['Phosphate-binding protein'],Monomer.,"['pstS', 'SCLAV_3169']"
802,E2PV83,"[""Pyridoxal 5'-phosphate synthase subunit PdxS"", 'PLP synthase subunit PdxS']","Homohexamer and homododecamer. In the presence of PdxT, forms a dodecamer of heterodimers.","['pdxS', 'pdxS2', 'SCLAV_0754']"
803,B5GWW8,"[""Pyridoxal 5'-phosphate synthase subunit PdxT"", 'Pdx2', ""Pyridoxal 5'-phosphate synthase glutaminase subunit""]","In the presence of PdxS, forms a dodecamer of heterodimers. Only shows activity in the heterodimer.","['pdxT', 'SCLAV_0753']"
804,E2Q3I1,['Phosphomannomutase'],"In the presence of PdxS, forms a dodecamer of heterodimers. Only shows activity in the heterodimer.","['pmmB', 'SCLAV_3824']"
805,E2Q2F6,['Pantothenate kinase'],"In the presence of PdxS, forms a dodecamer of heterodimers. Only shows activity in the heterodimer.","['coaA', 'SCLAV_3672']"
806,E2Q8H7,"['Type III pantothenate kinase', 'PanK-III', 'Pantothenic acid kinase']",Homodimer.,"['coaX', 'SCLAV_2392']"
807,E2PXJ3,['Transmembrane transport protein'],Homodimer.,[]
808,B5H397,['Pyruvate dehydrogenase'],Homodimer.,"['poxB', 'SCLAV_4928']"
809,E2Q7N6,['Exopolyphosphatase'],Homodimer.,[]
810,E2Q8K3,['Inorganic pyrophosphatase'],Homohexamer.,"['ipyR', 'ppa', 'ppa2', 'SCLAV_2418']"
811,B5GPP4,"['K(+)-insensitive pyrophosphate-energized proton pump', 'Membrane-bound proton-translocating pyrophosphatase', 'Pyrophosphate-energized inorganic pyrophosphatase', 'H(+)-PPase']",Homodimer.,"['hppA', 'SCLAV_2539']"
812,B5GNY8,['Trehalose 6-phosphate phosphatase'],Homodimer.,"['otsB', 'SCLAV_3253']"
813,B5GKY8,['Delta-aminolevulinic acid dehydratase'],Homooctamer.,"['hemB2', 'SCLAV_4339']"
814,B5GNL9,['Delta-aminolevulinic acid dehydratase'],Homooctamer.,"['hemB1', 'SCLAV_3512']"
815,B5GPS1,['Phosphoenolpyruvate carboxylase'],Homotetramer.,"['ppc', 'SCLAV_2248']"
816,B5GVJ6,"['Lantibiotic biosynthesis protein, flavoprotein']",Homotetramer.,[]
817,E2PV35,"['Coenzyme A biosynthesis bifunctional protein CoaBC', 'DNA/pantothenate metabolism flavoprotein', 'Phosphopantothenoylcysteine synthetase/decarboxylase', 'PPCS-PPCDC']",Homotetramer.,"['coaBC', 'SCLAV_0706']"
818,B5GSX0,['biotin carboxylase'],Homotetramer.,[]
819,E2Q058,"['Putative acetyl/propionyl CoA carboxylase, alpha subunit']",Homotetramer.,[]
820,E2Q057,['Putative acetyl/propionyl CoA carboxylase beta subunit'],Homotetramer.,[]
821,B5H1P3,['Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase alpha1 subunit'],"The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.",[]
822,B5H1P4,['Acetyl/propionyl CoA carboxylase'],"The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.","['accD', 'SCLAV_1943']"
823,B5GQF4,"['Pyruvate, phosphate dikinase']","The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.",[]
824,E2Q494,['Putative polyphosphate glucokinase'],"The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.",[]
825,E2PYR3,"['Polyphosphate kinase', 'ATP-polyphosphate phosphotransferase', 'Polyphosphoric acid kinase']","The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.","['ppk', 'SCLAV_3173']"
826,E2Q1G6,['Polyphosphate:AMP phosphotransferase'],"The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.",[]
827,B5H2A0,['Putative prephenate dehydrogenase'],"The biotin-dependent acyl-CoA carboxylase complex is composed of AccA1, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD1, which contains the carboxyl transferase (CT) domain. The AccA1/AccD1 complex forms a dodecamer.",[]
828,E2PVJ9,['Prephenate dehydratase'],Homodimer.,[]
829,E2PVT5,['Coproporphyrinogen III oxidase'],Homodimer.,[]
830,B5GN11,['Phosphoenolpyruvate synthase'],Homodimer.,[]
831,B5GT67,"['Phosphoribosylamine--glycine ligase', 'GARS', 'Phosphoribosylglycinamide synthetase', 'glycinamide ribonucleotide synthetase']",Homodimer.,"['purD', 'SCLAV_3089']"
832,B5GXT2,"['Phosphoribosyl isomerase A', '1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase', ""N-(5'-phosphoribosyl)anthranilate isomerase"", 'PRAI', 'Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase']",Homodimer.,"['priA', 'hisA', 'SCLAV_1257']"
833,B5GT48,"['Phosphoribosylformylglycinamidine cyclo-ligase', 'AIR synthase', 'AIRS', 'Phosphoribosyl-aminoimidazole synthetase']",Homodimer.,"['purM', 'SCLAV_3106']"
834,E2PZM1,"['Phosphoribosyl-AMP cyclohydrolase', 'PRA-CH']",Homodimer.,"['hisI', 'SCLAV_1251']"
835,B5GV74,['SAICAR synthetase'],Homodimer.,[]
836,B5H1B5,"['Phosphoribosyl-ATP pyrophosphatase', 'PRA-PH']",Homodimer.,"['hisE', 'SCLAV_0676']"
837,E2PZ88,['Thioesterase'],Homodimer.,[]
838,D5SLC6,['Enediyne Polyketide synthase'],Homodimer.,[]
839,B5GT55,"['Phosphoribosylformylglycinamidine synthase subunit PurQ', 'FGAM synthase', 'Formylglycinamide ribonucleotide amidotransferase subunit I']","Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits.","['purQ', 'SCLAV_3099']"
840,E2PXT1,"['Phosphoribosylformylglycinamidine synthase subunit PurL', 'FGAM synthase', 'Formylglycinamide ribonucleotide amidotransferase subunit II']","Monomer. Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits.","['purL', 'SCLAV_3100']"
841,E2PXS9,"['Phosphoribosylformylglycinamidine synthase subunit PurS', 'FGAM synthase', 'Formylglycinamide ribonucleotide amidotransferase subunit III']","Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits.","['purS', 'SCLAV_3098']"
842,B5H148,"['ABC-type antimicrobial peptide transport system, ATPase component']","Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits.",[]
843,B5H0P6,['proline dehydrogenase'],"Part of the FGAM synthase complex composed of 1 PurL, 1 PurQ and 2 PurS subunits.",[]
844,B5GPR7,"['Ribose-phosphate pyrophosphokinase', 'RPPK', '5-phospho-D-ribosyl alpha-1-diphosphate synthase', 'Phosphoribosyl diphosphate synthase', 'Phosphoribosyl pyrophosphate synthase']",Homohexamer.,"['kprS', 'prs', 'SCLAV_2244']"
845,B5GQA8,['3-phosphoshikimate 1-carboxyvinyltransferase'],Monomer.,"['aroA', 'SCLAV_4077']"
846,E2Q7L5,['Putative phosphoserine phosphatase'],Monomer.,[]
847,E2PXH6,['Phosphoserine phosphatase'],Monomer.,"['serB', 'SCLAV_1020']"
848,B5GKZ6,['Phosphate acetyltransferase'],Monomer.,[]
849,B5H048,"['Phosphopantetheine adenylyltransferase', 'Dephospho-CoA pyrophosphorylase', 'Pantetheine-phosphate adenylyltransferase', 'PPAT']",Homohexamer.,"['coaD', 'SCLAV_4517']"
850,B5GZ53,['Polyamine ABC transporter integral membrane protein'],Homohexamer.,[]
851,B5GZ52,['Polyamine ABC transporter permease protein'],Homohexamer.,[]
852,E2Q936,['Polyamine ABC transporter ATP-binding protein'],Homohexamer.,[]
853,B5GTV3,['Amino acid permease'],Homohexamer.,[]
854,E2Q3I2,['Purine-nucleoside phosphorylase'],Homotrimer.,"['deoD', 'SCLAV_3825']"
855,B5GXJ1,['Pyruvate kinase'],Homotetramer.,[]
856,E2Q0C8,['Pyrimidine monooxygenase RutA'],Homotetramer.,"['ycdM', 'rutA', 'rutA2', 'SCLAV_5404']"
857,B5GU54,['Putative quinone oxidoreductase'],Homotetramer.,[]
858,E2Q0R4,['Quinolinate synthase'],Homotetramer.,"['nadA', 'SCLAV_1378']"
859,B5H1B9,['Riboflavin synthase'],Homotrimer.,[]
860,B5H1B6,"['6,7-dimethyl-8-ribityllumazine synthase']",Homotrimer.,"['risB', 'ribH', 'SCLAV_0677']"
861,E2Q342,['Carbohydrate kinase'],Homotrimer.,[]
862,E2PZK7,"['Ribokinase', 'RK']",Homodimer.,"['rbsK', 'SCLAV_1237']"
863,E2PVT3,['Putative flavoprotein oxidoreductase'],Homodimer.,[]
864,E2QA57,['Vitamin B12-dependent ribonucleotide reductase'],Homodimer.,"['nrdJ', 'SCLAV_4684']"
865,B5GQC0,['Ribonucleoside-diphosphate reductase'],Homodimer.,"['nrdA', 'nrdL', 'SCLAV_4089']"
866,E2PXN9,['Probable radical activating enzyme'],Homodimer.,[]
867,E2PV28,['Ribulose-phosphate 3-epimerase'],Homodimer.,"['rpe', 'SCLAV_0699']"
868,B5GMF6,['Ribulose-phosphate 3-epimerase'],Homodimer.,[]
869,E2Q3Q3,['Ribose-5-phosphate isomerase B'],Homodimer.,[]
870,D5SK31,['Putative ribose 5-phosphate isomerase'],Homodimer.,[]
871,B5GLB1,['Isopenicillin N epimerase'],Homodimer.,"['cefD', 'SCLAV_4210']"
872,B5H1W4,['Secretory protein'],Homodimer.,[]
873,E2PX71,['Putative M20/M25/M40-family peptidase'],Homodimer.,[]
874,B5GQ23,['Succinyl-diaminopimelate desuccinylase'],Homodimer.,[]
875,E2PUE7,['Probable N-succinyldiaminopimelate aminotransferase DapC'],Homodimer.,"['dapC', 'SCLAV_2654']"
876,E2Q7T7,['L-serine dehydratase'],Homodimer.,"['sdhL', 'SCLAV_4398']"
877,B5GSU8,['threonine ammonia-lyase'],Homodimer.,"['ilvA', 'SCLAV_3856']"
878,E2PVA8,['Putative uroporphyrin-III methyltransferase'],Homodimer.,"['cysG', 'SCLAV_0779']"
879,E2PV57,['Shikimate 5-dehydrogenase'],Homodimer.,"['aroE', 'SCLAV_0728']"
880,E2PV55,"['Shikimate kinase', 'SK']",Monomer.,"['aroK', 'SCLAV_0726']"
881,E2Q3Y5,['Cystathionine gamma-synthase'],Monomer.,"['metB', 'SCLAV_3851']"
882,E2Q1H3,['Putative proline/betaine transporter'],Monomer.,[]
883,B5H3A7,['Arabinose efflux permease family protein'],Monomer.,[]
884,B5GQA6,['SMR-type multi-drug efflux transporter'],Monomer.,[]
885,B5GTC9,"['Polyamine aminopropyltransferase', 'Putrescine aminopropyltransferase', 'PAPT', 'Spermidine synthase']",Homodimer or homotetramer.,"['speE', 'SCLAV_2652']"
886,B5GYW1,['succinate-semialdehyde dehydrogenase (NADP(+))'],Homodimer or homotetramer.,[]
887,E2Q768,['Putative aldehyde dehydrogenase'],Homodimer or homotetramer.,[]
888,E2QA86,['Putative acyl-CoA synthetase'],Homodimer or homotetramer.,[]
889,B5GQI2,['Putative ABC transporter ATP-binding protein'],Homodimer or homotetramer.,[]
890,E2PYJ0,['Transaldolase'],Homodimer or homotetramer.,"['tal', 'tal2', 'SCLAV_1134']"
891,B5GVN1,['Taurine dioxygenase'],Homodimer or homotetramer.,[]
892,B5GZD1,['Epimerase'],Homodimer or homotetramer.,[]
893,D5SL03,"['Staurosporine biosynthesis 3,5-epimerase StaE']",Homodimer or homotetramer.,"['staE', 'SCLAV_p1110']"
894,E2PYE9,['Uncharacterized protein'],Homodimer or homotetramer.,[]
895,B5H2M7,"['dTDP-glucose 4,6-dehydratase']",Homodimer or homotetramer.,"['staB', 'SCLAV_p1121']"
896,B5GYL9,"['2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase', 'Tetrahydrodipicolinate N-succinyltransferase']",Homotrimer.,"['dapD', 'SCLAV_1115']"
897,B5GSQ0,"['thioredoxin-dependent peroxiredoxin', 'Bacterioferritin comigratory protein', 'Thioredoxin peroxidase']",Monomer.,"['bcp', 'SCLAV_2010']"
898,B5GZ32,['ABC transporter substrate-binding protein'],Monomer.,[]
899,E2Q5C3,['Putative phosphatase'],Monomer.,[]
900,B5H2P9,['L-threonine aldolase'],Monomer.,[]
901,E2Q2P6,"['L-threonine 3-dehydrogenase', 'TDH']",Homotetramer.,"['tdh', 'SCLAV_5690']"
902,D5SKW2,['Dehydratase'],Homotetramer.,[]
903,E2PYZ0,['Threonine synthase'],Homotetramer.,[]
904,E2Q015,['Putative ABC transporter permease protein'],Homotetramer.,[]
905,B5H1Q0,['Thiazole synthase'],Homotetramer. Forms heterodimers with either ThiH or ThiS.,"['thiG', 'SCLAV_1325']"
906,E2PZU4,['Putative sulfur transfer protein involved in thiamine biosynthesis'],Homotetramer. Forms heterodimers with either ThiH or ThiS.,"['thiS', 'SCLAV_1324']"
907,E2Q0L4,['Putative transketolase'],Homodimer.,"['tkt', 'SCLAV_5490']"
908,E2PW45,['Transketolase'],Homodimer.,[]
909,B5GYK3,['Transketolase'],Homodimer.,[]
